time,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_probability_max,windspeed_10m_max,windgusts_10m_max,weathercode,city,lat,lng,month,year,day,temperature_category,precipitation_category,wind_category
2026-09-22,30.2,19.6,0.0,0,10.2,24.5,3,Mehdya,34.2557,-6.6745,9,2026,22,Chaude,Aucune,Faible
2026-09-23,30.0,18.4,0.0,0,12.4,28.4,45,Mehdya,34.2557,-6.6745,9,2026,23,Chaude,Aucune,Faible
2026-09-24,30.3,18.3,0.0,0,14.0,31.0,0,Mehdya,34.2557,-6.6745,9,2026,24,Chaude,Aucune,Faible
2026-09-25,29.8,18.7,0.0,0,12.8,29.5,3,Mehdya,34.2557,-6.6745,9,2026,25,Modérée,Aucune,Faible
2026-09-26,27.8,18.3,0.0,0,11.7,27.7,3,Mehdya,34.2557,-6.6745,9,2026,26,Modérée,Aucune,Faible
2026-09-20,35.9,20.5,0.0,0,15.4,40.3,2,Meknès,33.8833,-5.55,9,2026,20,Chaude,Aucune,Faible
2026-09-21,35.1,20.8,0.0,0,15.5,39.2,2,Meknès,33.8833,-5.55,9,2026,21,Chaude,Aucune,Faible
2026-09-22,33.1,18.4,0.0,0,12.8,34.6,0,Meknès,33.8833,-5.55,9,2026,22,Chaude,Aucune,Faible
2026-09-23,33.8,18.0,0.0,0,13.4,35.6,0,Meknès,33.8833,-5.55,9,2026,23,Chaude,Aucune,Faible
2026-09-24,34.8,18.0,0.0,0,13.4,36.4,0,Meknès,33.8833,-5.55,9,2026,24,Chaude,Aucune,Faible
2026-09-25,35.6,18.3,0.0,0,16.1,36.0,2,Meknès,33.8833,-5.55,9,2026,25,Chaude,Aucune,Faible
2026-09-26,33.2,17.9,0.0,0,16.1,36.4,3,Meknès,33.8833,-5.55,9,2026,26,Chaude,Aucune,Faible
2026-09-20,28.0,13.9,0.0,15,31.3,55.8,2,Midalt,32.68,-4.74,9,2026,20,Modérée,Aucune,Modéré
2026-09-21,28.8,14.8,0.0,0,24.7,44.3,2,Midalt,32.68,-4.74,9,2026,21,Modérée,Aucune,Modéré
2026-09-22,27.8,13.9,0.0,0,21.7,38.5,2,Midalt,32.68,-4.74,9,2026,22,Modérée,Aucune,Modéré
2026-09-23,28.2,13.2,0.0,0,16.5,26.3,1,Midalt,32.68,-4.74,9,2026,23,Modérée,Aucune,Faible
2026-09-24,29.0,13.3,0.0,0,18.6,31.7,0,Midalt,32.68,-4.74,9,2026,24,Modérée,Aucune,Faible
2026-09-25,30.1,13.0,0.0,0,10.9,19.1,0,Midalt,32.68,-4.74,9,2026,25,Chaude,Aucune,Faible
2026-09-26,29.4,11.7,0.0,0,15.3,23.0,3,Midalt,32.68,-4.74,9,2026,26,Modérée,Aucune,Faible
2026-09-20,31.7,16.8,0.7000000000000001,8,24.1,40.7,80,Missour,33.05,-3.9908,9,2026,20,Chaude,Faible,Modéré
2026-09-21,30.1,18.0,0.0,0,24.0,37.8,45,Missour,33.05,-3.9908,9,2026,21,Chaude,Aucune,Modéré
2026-09-22,29.9,16.1,0.0,0,21.6,33.5,1,Missour,33.05,-3.9908,9,2026,22,Modérée,Aucune,Modéré
2026-09-23,31.5,15.2,0.0,0,19.9,29.9,1,Missour,33.05,-3.9908,9,2026,23,Chaude,Aucune,Faible
2026-09-24,32.1,16.0,0.0,0,25.2,38.9,1,Missour,33.05,-3.9908,9,2026,24,Chaude,Aucune,Modéré
2026-09-25,33.3,15.9,0.0,0,15.6,25.2,0,Missour,33.05,-3.9908,9,2026,25,Chaude,Aucune,Faible
2026-09-26,33.4,15.3,0.0,0,10.6,15.8,3,Missour,33.05,-3.9908,9,2026,26,Chaude,Aucune,Faible
2026-09-20,28.9,19.8,0.0,0,11.4,29.2,2,Mohammedia,33.6833,-7.3833,9,2026,20,Modérée,Aucune,Faible
2026-09-21,29.6,20.2,0.0,0,13.4,33.1,45,Mohammedia,33.6833,-7.3833,9,2026,21,Modérée,Aucune,Faible
2026-09-22,28.7,19.1,0.0,0,11.0,28.4,1,Mohammedia,33.6833,-7.3833,9,2026,22,Modérée,Aucune,Faible
2026-09-23,26.7,19.5,0.0,0,11.9,28.8,45,Mohammedia,33.6833,-7.3833,9,2026,23,Modérée,Aucune,Faible
2026-09-24,26.6,18.5,0.0,0,12.4,30.2,45,Mohammedia,33.6833,-7.3833,9,2026,24,Modérée,Aucune,Faible
2026-09-25,31.2,18.5,0.0,0,16.2,30.6,45,Mohammedia,33.6833,-7.3833,9,2026,25,Chaude,Aucune,Faible
2026-09-26,28.9,18.1,0.0,0,14.5,28.1,3,Mohammedia,33.6833,-7.3833,9,2026,26,Modérée,Aucune,Faible
2026-09-20,28.2,20.8,0.0,0,13.4,20.9,45,Moulay Abdallah,33.1978,-8.5883,9,2026,20,Modérée,Aucune,Faible
2026-09-21,30.8,22.0,0.0,0,16.2,25.6,3,Moulay Abdallah,33.1978,-8.5883,9,2026,21,Chaude,Aucune,Faible
2026-09-22,28.6,20.4,0.0,0,16.3,25.6,45,Moulay Abdallah,33.1978,-8.5883,9,2026,22,Modérée,Aucune,Faible
2026-09-23,27.8,20.3,0.0,0,15.8,24.8,45,Moulay Abdallah,33.1978,-8.5883,9,2026,23,Modérée,Aucune,Faible
2026-09-24,27.3,20.6,0.0,0,15.1,24.1,45,Moulay Abdallah,33.1978,-8.5883,9,2026,24,Modérée,Aucune,Faible
2026-09-25,27.7,20.9,0.0,0,16.6,32.0,3,Moulay Abdallah,33.1978,-8.5883,9,2026,25,Modérée,Aucune,Faible
2026-09-26,27.1,20.3,0.0,0,15.3,29.5,3,Moulay Abdallah,33.1978,-8.5883,9,2026,26,Modérée,Aucune,Faible
2026-09-20,34.2,21.1,0.0,0,15.9,27.7,1,Moulay Bousselham,34.8786,-6.2933,9,2026,20,Chaude,Aucune,Faible
2026-09-21,32.1,19.9,0.0,0,17.1,29.5,1,Moulay Bousselham,34.8786,-6.2933,9,2026,21,Chaude,Aucune,Faible
2026-09-22,32.0,20.1,0.0,0,18.9,31.7,0,Moulay Bousselham,34.8786,-6.2933,9,2026,22,Chaude,Aucune,Faible
2026-09-23,30.6,18.1,0.0,0,17.6,29.9,0,Moulay Bousselham,34.8786,-6.2933,9,2026,23,Chaude,Aucune,Faible
2026-09-24,30.0,17.9,0.0,0,16.2,28.1,0,Moulay Bousselham,34.8786,-6.2933,9,2026,24,Chaude,Aucune,Faible
2026-09-25,32.2,17.6,0.0,0,18.1,32.8,3,Moulay Bousselham,34.8786,-6.2933,9,2026,25,Chaude,Aucune,Faible
2026-09-26,28.0,16.4,0.0,0,14.1,26.6,45,Moulay Bousselham,34.8786,-6.2933,9,2026,26,Modérée,Aucune,Faible
2026-09-20,32.1,17.6,0.0,0,18.3,40.7,3,Mrirt,33.1654,-5.5634,9,2026,20,Chaude,Aucune,Faible
2026-09-21,32.0,18.8,0.0,0,23.4,48.2,3,Mrirt,33.1654,-5.5634,9,2026,21,Chaude,Aucune,Modéré
2026-09-22,31.5,15.9,0.0,0,21.2,46.1,2,Mrirt,33.1654,-5.5634,9,2026,22,Chaude,Aucune,Modéré
2026-09-23,32.2,15.9,0.0,0,15.5,37.1,0,Mrirt,33.1654,-5.5634,9,2026,23,Chaude,Aucune,Faible
2026-09-24,33.0,16.0,0.0,0,17.0,38.9,1,Mrirt,33.1654,-5.5634,9,2026,24,Chaude,Aucune,Faible
2026-09-25,33.4,15.7,0.0,0,16.3,30.6,1,Mrirt,33.1654,-5.5634,9,2026,25,Chaude,Aucune,Faible
2026-09-26,32.3,15.0,0.0,4,12.6,32.0,3,Mrirt,33.1654,-5.5634,9,2026,26,Chaude,Aucune,Faible
2026-09-20,28.6,20.8,0.0,0,13.6,29.5,45,My Drarga,30.3805,-9.4763,9,2026,20,Modérée,Aucune,Faible
2026-09-21,38.1,22.3,0.0,0,11.0,28.4,3,My Drarga,30.3805,-9.4763,9,2026,21,Extrême,Aucune,Faible
2026-09-22,38.6,24.1,0.0,0,22.9,47.9,3,My Drarga,30.3805,-9.4763,9,2026,22,Extrême,Aucune,Modéré
2026-09-23,35.8,23.3,0.0,0,12.6,29.2,3,My Drarga,30.3805,-9.4763,9,2026,23,Chaude,Aucune,Faible
2026-09-24,33.8,22.5,0.0,0,11.9,27.0,1,My Drarga,30.3805,-9.4763,9,2026,24,Chaude,Aucune,Faible
2026-09-25,33.2,21.2,0.0,0,12.9,26.6,45,My Drarga,30.3805,-9.4763,9,2026,25,Chaude,Aucune,Faible
2026-09-26,27.8,21.7,0.0,0,11.0,22.7,3,My Drarga,30.3805,-9.4763,9,2026,26,Modérée,Aucune,Faible
2026-09-20,24.5,22.7,2.8,0,26.2,56.5,80,M’diq,35.68,-5.32,9,2026,20,Modérée,Modérée,Modéré
2026-09-21,25.3,22.0,0.2,0,21.3,45.0,3,M’diq,35.68,-5.32,9,2026,21,Modérée,Faible,Modéré
2026-09-22,24.8,21.1,0.0,0,18.8,40.3,2,M’diq,35.68,-5.32,9,2026,22,Modérée,Aucune,Faible
2026-09-23,24.6,20.1,0.0,0,17.3,37.1,2,M’diq,35.68,-5.32,9,2026,23,Modérée,Aucune,Faible
2026-09-24,25.1,20.8,0.0,0,15.9,36.4,2,M’diq,35.68,-5.32,9,2026,24,Modérée,Aucune,Faible
2026-09-25,35.0,20.7,0.0,0,8.5,23.1,45,M’diq,35.68,-5.32,9,2026,25,Chaude,Aucune,Faible
2026-09-26,26.7,19.3,0.0,0,18.1,43.9,45,M’diq,35.68,-5.32,9,2026,26,Modérée,Aucune,Faible
2026-09-20,25.8,23.4,4.4,8,22.3,46.1,80,Nador,35.1667,-2.9333,9,2026,20,Modérée,Modérée,Modéré
2026-09-21,25.8,23.1,0.1,5,17.9,38.2,3,Nador,35.1667,-2.9333,9,2026,21,Modérée,Faible,Faible
2026-09-22,25.7,20.7,0.0,0,13.1,28.1,2,Nador,35.1667,-2.9333,9,2026,22,Modérée,Aucune,Faible
2026-09-23,25.8,20.1,0.0,0,12.5,28.4,2,Nador,35.1667,-2.9333,9,2026,23,Modérée,Aucune,Faible
2026-09-24,26.4,20.4,0.0,0,12.0,28.8,2,Nador,35.1667,-2.9333,9,2026,24,Modérée,Aucune,Faible
2026-09-25,33.9,18.2,0.0,0,12.0,22.7,45,Nador,35.1667,-2.9333,9,2026,25,Chaude,Aucune,Faible
2026-09-26,26.8,18.0,0.0,0,20.4,34.6,3,Nador,35.1667,-2.9333,9,2026,26,Modérée,Aucune,Modéré
2026-09-20,35.2,22.5,0.0,0,23.0,47.9,3,Oued Zem,32.8619,-6.5711,9,2026,20,Chaude,Aucune,Modéré
2026-09-21,34.6,22.7,0.0,0,21.6,43.2,3,Oued Zem,32.8619,-6.5711,9,2026,21,Chaude,Aucune,Modéré
2026-09-22,34.0,21.0,0.0,0,16.6,34.2,2,Oued Zem,32.8619,-6.5711,9,2026,22,Chaude,Aucune,Faible
2026-09-23,33.8,19.4,0.0,0,11.9,29.2,0,Oued Zem,32.8619,-6.5711,9,2026,23,Chaude,Aucune,Faible
2026-09-24,34.9,20.1,0.0,0,16.6,34.9,0,Oued Zem,32.8619,-6.5711,9,2026,24,Chaude,Aucune,Faible
2026-09-25,34.9,18.4,0.0,0,14.7,30.6,3,Oued Zem,32.8619,-6.5711,9,2026,25,Chaude,Aucune,Faible
2026-09-26,32.6,18.0,0.0,3,17.2,33.5,3,Oued Zem,32.8619,-6.5711,9,2026,26,Chaude,Aucune,Faible
2026-09-20,36.5,21.0,0.0,0,16.3,31.3,0,Ouezzane,34.8,-5.6,9,2026,20,Chaude,Aucune,Faible
2026-09-21,36.1,20.3,0.0,0,11.2,22.3,1,Ouezzane,34.8,-5.6,9,2026,21,Chaude,Aucune,Faible
2026-09-22,34.8,18.9,0.0,0,9.9,19.8,0,Ouezzane,34.8,-5.6,9,2026,22,Chaude,Aucune,Faible
2026-09-23,35.4,18.1,0.0,0,12.5,24.8,1,Ouezzane,34.8,-5.6,9,2026,23,Chaude,Aucune,Faible
2026-09-24,36.2,18.5,0.0,0,12.8,29.5,0,Ouezzane,34.8,-5.6,9,2026,24,Chaude,Aucune,Faible
2026-09-25,36.4,17.8,0.0,0,16.7,34.2,1,Ouezzane,34.8,-5.6,9,2026,25,Chaude,Aucune,Faible
2026-09-26,32.6,18.9,0.0,0,14.2,29.5,3,Ouezzane,34.8,-5.6,9,2026,26,Chaude,Aucune,Faible
2026-09-20,29.5,17.7,0.1,53,17.8,36.7,80,Oujda-Angad,34.6867,-1.9114,9,2026,20,Modérée,Faible,Faible
2026-09-21,28.9,18.3,0.0,0,20.6,43.2,45,Oujda-Angad,34.6867,-1.9114,9,2026,21,Modérée,Aucune,Modéré
2026-09-22,29.2,13.8,0.0,0,20.5,40.7,2,Oujda-Angad,34.6867,-1.9114,9,2026,22,Modérée,Aucune,Modéré
2026-09-23,29.9,15.5,0.0,0,22.4,44.6,0,Oujda-Angad,34.6867,-1.9114,9,2026,23,Modérée,Aucune,Modéré
2026-09-24,30.0,14.4,0.0,0,18.0,37.1,0,Oujda-Angad,34.6867,-1.9114,9,2026,24,Chaude,Aucune,Faible
2026-09-25,34.5,14.7,0.0,0,17.6,31.7,0,Oujda-Angad,34.6867,-1.9114,9,2026,25,Chaude,Aucune,Faible
2026-09-26,33.8,17.1,0.0,0,21.6,42.1,3,Oujda-Angad,34.6867,-1.9114,9,2026,26,Chaude,Aucune,Modéré
2026-09-20,37.3,24.7,0.0,8,19.1,38.5,3,Oulad Barhil,30.6408,-8.475,9,2026,20,Chaude,Aucune,Faible
2026-09-21,38.2,23.0,0.0,0,21.4,39.2,3,Oulad Barhil,30.6408,-8.475,9,2026,21,Extrême,Aucune,Modéré
2026-09-22,37.9,21.2,0.0,3,19.0,34.9,2,Oulad Barhil,30.6408,-8.475,9,2026,22,Chaude,Aucune,Faible
2026-09-23,38.6,20.4,0.0,0,16.0,30.2,0,Oulad Barhil,30.6408,-8.475,9,2026,23,Extrême,Aucune,Faible
2026-09-24,37.7,20.5,0.0,3,28.6,52.9,1,Oulad Barhil,30.6408,-8.475,9,2026,24,Chaude,Aucune,Modéré
2026-09-25,38.6,20.7,0.0,0,25.3,48.6,3,Oulad Barhil,30.6408,-8.475,9,2026,25,Extrême,Aucune,Modéré
2026-09-26,34.3,22.0,0.0,0,12.0,21.2,3,Oulad Barhil,30.6408,-8.475,9,2026,26,Chaude,Aucune,Faible
2026-09-20,35.4,20.4,0.0,0,15.8,31.0,1,Oulad Tayeb,33.9598,-4.9954,9,2026,20,Chaude,Aucune,Faible
2026-09-21,35.1,20.9,0.0,0,13.8,26.6,2,Oulad Tayeb,33.9598,-4.9954,9,2026,21,Chaude,Aucune,Faible
2026-09-22,33.6,19.5,0.0,0,11.8,23.8,0,Oulad Tayeb,33.9598,-4.9954,9,2026,22,Chaude,Aucune,Faible
2026-09-23,34.1,18.7,0.0,0,12.7,24.5,0,Oulad Tayeb,33.9598,-4.9954,9,2026,23,Chaude,Aucune,Faible
2026-09-24,35.2,19.9,0.0,0,15.6,29.9,0,Oulad Tayeb,33.9598,-4.9954,9,2026,24,Chaude,Aucune,Faible
2026-09-25,36.1,20.1,0.0,0,11.2,28.1,1,Oulad Tayeb,33.9598,-4.9954,9,2026,25,Chaude,Aucune,Faible
2026-09-26,34.5,21.0,0.0,0,14.3,35.3,3,Oulad Tayeb,33.9598,-4.9954,9,2026,26,Chaude,Aucune,Faible
2026-09-20,34.6,22.1,0.0,0,23.4,43.2,2,Oulad Teïma,30.4,-9.21,9,2026,20,Chaude,Aucune,Modéré
2026-09-21,40.9,22.8,0.0,0,21.7,40.0,3,Oulad Teïma,30.4,-9.21,9,2026,21,Extrême,Aucune,Modéré
2026-09-22,40.6,22.7,0.0,0,26.4,49.7,3,Oulad Teïma,30.4,-9.21,9,2026,22,Extrême,Aucune,Modéré
2026-09-23,40.5,21.9,0.0,0,18.7,36.0,2,Oulad Teïma,30.4,-9.21,9,2026,23,Extrême,Aucune,Faible
2026-09-24,39.2,21.6,0.0,0,21.4,41.4,0,Oulad Teïma,30.4,-9.21,9,2026,24,Extrême,Aucune,Modéré
2026-09-25,30.8,19.1,0.0,0,24.4,43.2,3,Oulad Teïma,30.4,-9.21,9,2026,25,Chaude,Aucune,Modéré
2026-09-26,27.4,20.3,0.0,0,21.1,40.7,3,Oulad Teïma,30.4,-9.21,9,2026,26,Modérée,Aucune,Modéré
2026-09-20,37.7,24.6,0.0,0,20.1,36.4,2,Oulad Yaïch,32.4167,-6.3333,9,2026,20,Chaude,Aucune,Modéré
2026-09-21,37.0,22.4,0.0,0,11.4,20.2,3,Oulad Yaïch,32.4167,-6.3333,9,2026,21,Chaude,Aucune,Faible
2026-09-22,36.4,21.7,0.0,0,9.7,19.1,2,Oulad Yaïch,32.4167,-6.3333,9,2026,22,Chaude,Aucune,Faible
2026-09-23,36.6,20.9,0.0,0,9.5,18.0,0,Oulad Yaïch,32.4167,-6.3333,9,2026,23,Chaude,Aucune,Faible
2026-09-24,37.6,19.7,0.0,0,7.0,15.5,0,Oulad Yaïch,32.4167,-6.3333,9,2026,24,Chaude,Aucune,Faible
2026-09-25,37.3,22.6,0.0,0,17.9,34.2,1,Oulad Yaïch,32.4167,-6.3333,9,2026,25,Chaude,Aucune,Faible
2026-09-26,33.8,25.2,0.0,3,11.3,24.1,3,Oulad Yaïch,32.4167,-6.3333,9,2026,26,Chaude,Aucune,Faible
2026-09-20,37.7,21.9,0.0,0,19.4,41.4,2,Qasbat Tadla,32.6,-6.26,9,2026,20,Chaude,Aucune,Faible
2026-09-21,37.1,20.3,0.0,3,13.3,25.9,3,Qasbat Tadla,32.6,-6.26,9,2026,21,Chaude,Aucune,Faible
2026-09-22,36.1,19.7,0.0,0,10.5,19.4,2,Qasbat Tadla,32.6,-6.26,9,2026,22,Chaude,Aucune,Faible
2026-09-23,36.2,18.0,0.0,0,7.6,15.8,0,Qasbat Tadla,32.6,-6.26,9,2026,23,Chaude,Aucune,Faible
2026-09-24,37.3,17.2,0.0,0,10.9,22.7,0,Qasbat Tadla,32.6,-6.26,9,2026,24,Chaude,Aucune,Faible
2026-09-25,38.2,16.2,0.0,0,8.5,16.9,3,Qasbat Tadla,32.6,-6.26,9,2026,25,Extrême,Aucune,Faible
2026-09-26,35.4,15.3,0.0,3,13.7,25.2,3,Qasbat Tadla,32.6,-6.26,9,2026,26,Chaude,Aucune,Faible
2026-09-20,31.0,20.0,0.0,0,10.7,28.4,2,Rabat,34.0211,-6.8414,9,2026,20,Chaude,Aucune,Faible
2026-09-21,31.8,20.3,0.0,0,10.8,29.5,2,Rabat,34.0211,-6.8414,9,2026,21,Chaude,Aucune,Faible
2026-09-22,29.8,20.0,0.0,0,9.7,25.9,2,Rabat,34.0211,-6.8414,9,2026,22,Modérée,Aucune,Faible
2026-09-23,29.3,18.5,0.0,0,11.8,31.3,45,Rabat,34.0211,-6.8414,9,2026,23,Modérée,Aucune,Faible
2026-09-24,28.8,18.5,0.0,0,11.9,31.0,0,Rabat,34.0211,-6.8414,9,2026,24,Modérée,Aucune,Faible
2026-09-25,28.7,19.1,0.0,0,11.8,27.7,3,Rabat,34.0211,-6.8414,9,2026,25,Modérée,Aucune,Faible
2026-09-26,27.0,18.9,0.0,0,11.6,27.0,3,Rabat,34.0211,-6.8414,9,2026,26,Modérée,Aucune,Faible
2026-09-20,26.7,21.3,0.0,0,8.6,18.4,3,Safi,32.2833,-9.2333,9,2026,20,Modérée,Aucune,Faible
2026-09-21,28.0,20.1,0.0,0,7.8,16.9,3,Safi,32.2833,-9.2333,9,2026,21,Modérée,Aucune,Faible
2026-09-22,30.2,19.0,0.0,0,13.0,25.2,2,Safi,32.2833,-9.2333,9,2026,22,Chaude,Aucune,Faible
2026-09-23,29.9,19.9,0.0,0,14.6,31.3,1,Safi,32.2833,-9.2333,9,2026,23,Modérée,Aucune,Faible
2026-09-24,27.9,18.7,0.0,0,17.6,33.5,2,Safi,32.2833,-9.2333,9,2026,24,Modérée,Aucune,Faible
2026-09-25,31.9,20.0,0.0,0,20.5,38.9,3,Safi,32.2833,-9.2333,9,2026,25,Chaude,Aucune,Modéré
2026-09-26,29.4,20.6,0.0,0,17.4,33.8,3,Safi,32.2833,-9.2333,9,2026,26,Modérée,Aucune,Faible
2026-09-20,31.0,20.0,0.0,0,10.7,28.4,2,Sale,34.05,-6.8167,9,2026,20,Chaude,Aucune,Faible
2026-09-21,31.8,20.3,0.0,0,10.8,29.5,2,Sale,34.05,-6.8167,9,2026,21,Chaude,Aucune,Faible
2026-09-22,29.8,20.0,0.0,0,9.7,25.9,2,Sale,34.05,-6.8167,9,2026,22,Modérée,Aucune,Faible
2026-09-23,29.2,18.5,0.0,0,11.8,31.3,45,Sale,34.05,-6.8167,9,2026,23,Modérée,Aucune,Faible
2026-09-24,28.8,18.4,0.0,0,11.9,31.0,0,Sale,34.05,-6.8167,9,2026,24,Modérée,Aucune,Faible
2026-09-25,28.7,19.0,0.0,0,11.8,27.7,3,Sale,34.05,-6.8167,9,2026,25,Modérée,Aucune,Faible
2026-09-26,27.0,18.8,0.0,0,11.6,27.0,3,Sale,34.05,-6.8167,9,2026,26,Modérée,Aucune,Faible
2026-09-20,33.5,22.0,0.0,0,15.4,29.5,2,Sebt Gzoula,32.1219,-9.0889,9,2026,20,Chaude,Aucune,Faible
2026-09-21,36.2,22.3,0.0,0,14.1,28.4,3,Sebt Gzoula,32.1219,-9.0889,9,2026,21,Chaude,Aucune,Faible
2026-09-22,36.7,19.7,0.0,0,13.7,26.3,0,Sebt Gzoula,32.1219,-9.0889,9,2026,22,Chaude,Aucune,Faible
2026-09-23,36.6,19.5,0.0,0,14.8,29.9,0,Sebt Gzoula,32.1219,-9.0889,9,2026,23,Chaude,Aucune,Faible
2026-09-24,34.1,17.7,0.0,0,14.3,28.1,1,Sebt Gzoula,32.1219,-9.0889,9,2026,24,Chaude,Aucune,Faible
2026-09-25,33.2,19.3,0.0,0,19.6,36.7,3,Sebt Gzoula,32.1219,-9.0889,9,2026,25,Chaude,Aucune,Faible
2026-09-26,30.5,20.6,0.0,0,16.7,32.0,3,Sebt Gzoula,32.1219,-9.0889,9,2026,26,Chaude,Aucune,Faible
2026-09-20,31.8,20.9,0.0,0,18.4,40.7,2,Sefrou,33.83,-4.83,9,2026,20,Chaude,Aucune,Faible
2026-09-21,32.0,21.9,0.0,0,18.3,39.2,2,Sefrou,33.83,-4.83,9,2026,21,Chaude,Aucune,Faible
2026-09-22,30.3,19.8,0.0,0,16.9,36.7,0,Sefrou,33.83,-4.83,9,2026,22,Chaude,Aucune,Faible
2026-09-23,30.9,20.3,0.0,0,15.1,33.5,0,Sefrou,33.83,-4.83,9,2026,23,Chaude,Aucune,Faible
2026-09-24,31.9,21.2,0.0,0,17.3,38.2,0,Sefrou,33.83,-4.83,9,2026,24,Chaude,Aucune,Faible
2026-09-25,33.6,18.2,0.0,0,15.8,30.6,1,Sefrou,33.83,-4.83,9,2026,25,Chaude,Aucune,Faible
2026-09-26,32.8,17.0,0.0,0,15.3,31.0,3,Sefrou,33.83,-4.83,9,2026,26,Chaude,Aucune,Faible
2026-09-20,36.6,19.1,0.0,0,20.4,28.8,3,Semara,26.7394,-11.6703,9,2026,20,Chaude,Aucune,Modéré
2026-09-21,42.2,24.0,0.0,2,29.3,33.5,2,Semara,26.7394,-11.6703,9,2026,21,Extrême,Aucune,Modéré
2026-09-22,42.2,27.3,0.0,2,21.1,36.7,3,Semara,26.7394,-11.6703,9,2026,22,Extrême,Aucune,Modéré
2026-09-23,42.0,27.2,0.0,1,30.4,48.2,2,Semara,26.7394,-11.6703,9,2026,23,Extrême,Aucune,Modéré
2026-09-24,40.9,26.3,0.0,2,29.5,45.7,0,Semara,26.7394,-11.6703,9,2026,24,Extrême,Aucune,Modéré
2026-09-25,39.1,21.7,0.0,0,26.2,38.9,3,Semara,26.7394,-11.6703,9,2026,25,Extrême,Aucune,Modéré
2026-09-26,35.3,20.5,0.0,2,12.9,36.4,3,Semara,26.7394,-11.6703,9,2026,26,Chaude,Aucune,Faible
2026-09-20,36.9,20.9,0.1,5,17.7,39.6,3,Settat,33.0023,-7.6198,9,2026,20,Chaude,Faible,Faible
2026-09-21,38.6,22.0,0.0,3,23.9,50.0,2,Settat,33.0023,-7.6198,9,2026,21,Extrême,Aucune,Modéré
2026-09-22,36.4,20.9,0.0,0,19.6,40.7,1,Settat,33.0023,-7.6198,9,2026,22,Chaude,Aucune,Faible
2026-09-23,36.1,19.0,0.0,0,14.8,36.0,0,Settat,33.0023,-7.6198,9,2026,23,Chaude,Aucune,Faible
2026-09-24,35.3,19.0,0.0,0,15.9,36.0,0,Settat,33.0023,-7.6198,9,2026,24,Chaude,Aucune,Faible
2026-09-25,34.9,17.9,0.0,0,17.7,36.0,3,Settat,33.0023,-7.6198,9,2026,25,Chaude,Aucune,Faible
2026-09-26,31.7,18.4,0.0,0,17.7,35.6,3,Settat,33.0023,-7.6198,9,2026,26,Chaude,Aucune,Faible
2026-09-20,38.2,19.0,0.0,0,19.9,36.0,3,Sidi Bennour,32.655,-8.4292,9,2026,20,Extrême,Aucune,Faible
2026-09-21,40.0,21.6,0.0,0,22.5,39.2,3,Sidi Bennour,32.655,-8.4292,9,2026,21,Extrême,Aucune,Modéré
2026-09-22,37.3,16.2,0.0,0,18.4,32.4,0,Sidi Bennour,32.655,-8.4292,9,2026,22,Chaude,Aucune,Faible
2026-09-23,36.9,15.7,0.0,0,15.8,31.7,1,Sidi Bennour,32.655,-8.4292,9,2026,23,Chaude,Aucune,Faible
2026-09-24,35.1,15.9,0.0,0,17.2,32.0,1,Sidi Bennour,32.655,-8.4292,9,2026,24,Chaude,Aucune,Faible
2026-09-25,33.8,17.5,0.0,0,19.6,37.4,45,Sidi Bennour,32.655,-8.4292,9,2026,25,Chaude,Aucune,Faible
2026-09-26,31.4,17.7,0.0,0,19.6,36.7,3,Sidi Bennour,32.655,-8.4292,9,2026,26,Chaude,Aucune,Faible
2026-09-20,36.4,22.3,0.0,0,22.0,37.1,3,Sidi Lmokhtar,31.57,-9.01,9,2026,20,Chaude,Aucune,Modéré
2026-09-21,38.5,23.1,0.0,0,21.7,37.8,3,Sidi Lmokhtar,31.57,-9.01,9,2026,21,Extrême,Aucune,Modéré
2026-09-22,37.3,21.0,0.0,0,18.7,31.0,0,Sidi Lmokhtar,31.57,-9.01,9,2026,22,Chaude,Aucune,Faible
2026-09-23,36.5,20.2,0.0,0,17.8,35.6,0,Sidi Lmokhtar,31.57,-9.01,9,2026,23,Chaude,Aucune,Faible
2026-09-24,35.1,19.1,0.0,0,18.1,31.0,0,Sidi Lmokhtar,31.57,-9.01,9,2026,24,Chaude,Aucune,Faible
2026-09-25,35.7,19.8,0.0,0,19.9,35.3,3,Sidi Lmokhtar,31.57,-9.01,9,2026,25,Chaude,Aucune,Faible
2026-09-26,31.3,20.9,0.0,0,20.1,36.4,3,Sidi Lmokhtar,31.57,-9.01,9,2026,26,Chaude,Aucune,Modéré
2026-09-20,38.5,25.0,0.0,0,14.1,39.2,1,Sidi Qacem,34.21,-5.7,9,2026,20,Extrême,Aucune,Faible
2026-09-21,37.8,23.8,0.0,0,12.5,27.7,3,Sidi Qacem,34.21,-5.7,9,2026,21,Chaude,Aucune,Faible
2026-09-22,35.9,21.5,0.0,0,10.2,22.7,0,Sidi Qacem,34.21,-5.7,9,2026,22,Chaude,Aucune,Faible
2026-09-23,36.7,19.4,0.0,0,8.0,22.0,1,Sidi Qacem,34.21,-5.7,9,2026,23,Chaude,Aucune,Faible
2026-09-24,37.5,20.2,0.0,0,16.8,34.2,0,Sidi Qacem,34.21,-5.7,9,2026,24,Chaude,Aucune,Faible
