city,time,month,year,lng,lat,temperature_2m_max,temperature_2m_min,temperature_moyenne_jour,precipitation_sum,windspeed_10m_max,windgusts_10m_max,score_temperature,score_pluie,score_vent,score_rafales,weather_risk_score,risk_category
Azemmour,2026-09-19,9,2026,-8.3333,33.2833,27.1,19.7,23.4,0.0,18.4,34.9,0.0,0.0,23.0,34.9,23.22,Faible
Azemmour,2026-09-20,9,2026,-8.3333,33.2833,29.2,21.1,25.15,0.0,17.3,32.8,0.0,0.0,21.625,32.8,20.25,Faible
El Hajeb,2026-09-14,9,2026,-5.3711,33.6928,34.9,23.6,29.25,0.0,18.7,40.3,0.0,0.0,23.375,40.3,24.93,Faible
El Hajeb,2026-09-15,9,2026,-5.3711,33.6928,32.8,21.1,26.95,0.0,20.1,42.1,0.0,0.0,25.125000000000004,42.1,25.91,Faible
El Hajeb,2026-09-16,9,2026,-5.3711,33.6928,28.7,18.5,23.6,0.0,20.0,41.4,0.0,0.0,25.0,41.4,28.67,Faible
El Hajeb,2026-09-17,9,2026,-5.3711,33.6928,25.5,16.2,20.85,0.0,15.6,32.8,0.0,0.0,19.5,32.8,21.71,Faible
El Hajeb,2026-09-18,9,2026,-5.3711,33.6928,27.5,14.6,21.05,0.0,18.3,38.2,0.0,0.0,22.875,38.2,24.18,Faible
El Hajeb,2026-09-19,9,2026,-5.3711,33.6928,32.8,17.2,25.0,0.0,11.9,22.7,0.0,0.0,14.875,22.7,17.53,Faible
El Hajeb,2026-09-20,9,2026,-5.3711,33.6928,34.6,20.7,27.65,0.0,20.4,41.4,0.0,0.0,25.5,41.4,25.8,Faible
Jerada,2026-09-14,9,2026,-2.16,34.31,30.9,18.2,24.549999999999997,0.0,16.6,33.1,0.0,0.0,20.75,33.1,25.12,Faible
Jerada,2026-09-15,9,2026,-2.16,34.31,30.9,19.6,25.25,0.0,18.2,34.2,0.0,0.0,22.749999999999996,34.2,22.95,Faible
Jerada,2026-09-16,9,2026,-2.16,34.31,28.9,19.0,23.95,0.0,22.9,43.2,0.0,0.0,28.625,43.2,30.12,Modéré
Jerada,2026-09-17,9,2026,-2.16,34.31,26.8,17.2,22.0,0.0,13.9,35.6,0.0,0.0,17.375,35.6,22.02,Faible
Jerada,2026-09-18,9,2026,-2.16,34.31,27.1,14.9,21.0,0.0,18.7,49.3,0.0,0.0,23.375,49.3,27.63,Faible
Jerada,2026-09-19,9,2026,-2.16,34.31,33.2,14.9,24.05,0.0,16.8,37.1,0.0,0.0,21.000000000000004,37.1,23.38,Faible
Jerada,2026-09-20,9,2026,-2.16,34.31,32.4,17.3,24.85,0.0,17.1,33.8,0.0,0.0,21.375000000000004,33.8,22.48,Faible
El Aïoun,2026-09-14,9,2026,-2.5127,34.5726,32.2,17.7,24.950000000000003,0.0,15.8,26.6,0.0,0.0,19.75,26.6,22.92,Faible
El Aïoun,2026-09-15,9,2026,-2.5127,34.5726,32.3,16.7,24.5,0.0,12.0,21.2,0.0,0.0,15.0,21.2,17.11,Faible
El Aïoun,2026-09-16,9,2026,-2.5127,34.5726,31.8,16.3,24.05,0.0,21.2,36.7,0.0,0.0,26.5,36.7,27.64,Faible
El Aïoun,2026-09-17,9,2026,-2.5127,34.5726,28.7,16.4,22.549999999999997,0.0,15.8,28.1,0.0,0.0,19.75,28.1,20.37,Faible
El Aïoun,2026-09-18,9,2026,-2.5127,34.5726,28.3,14.9,21.6,0.0,18.7,32.4,0.0,0.0,23.375,32.4,20.56,Faible
El Aïoun,2026-09-19,9,2026,-2.5127,34.5726,31.5,16.4,23.95,0.0,14.4,25.6,0.0,0.0,18.0,25.6,19.18,Faible
El Aïoun,2026-09-20,9,2026,-2.5127,34.5726,31.4,17.7,24.549999999999997,0.0,13.8,26.3,0.0,0.0,17.25,26.3,17.2,Faible
Tameslouht,2026-09-14,9,2026,-8.1,31.5,39.2,26.5,32.85,0.0,17.1,29.9,28.500000000000014,0.0,21.375000000000004,29.9,25.59,Faible
Tameslouht,2026-09-15,9,2026,-8.1,31.5,37.9,25.7,31.799999999999997,0.0,23.1,37.8,17.99999999999997,0.0,28.875,37.8,28.26,Faible
Tameslouht,2026-09-16,9,2026,-8.1,31.5,34.0,21.2,27.6,0.0,19.7,33.8,0.0,0.0,24.625,33.8,26.3,Faible
Tameslouht,2026-09-17,9,2026,-8.1,31.5,29.6,17.5,23.55,0.0,12.9,22.3,0.0,0.0,16.125,22.3,20.72,Faible
Tameslouht,2026-09-18,9,2026,-8.1,31.5,31.2,17.7,24.45,0.0,11.4,20.2,0.0,0.0,14.250000000000002,20.2,16.62,Faible
Tameslouht,2026-09-19,9,2026,-8.1,31.5,35.4,19.0,27.2,0.6000000000000001,14.8,40.3,0.0,1.5000000000000002,18.5,40.3,24.16,Faible
Tameslouht,2026-09-20,9,2026,-8.1,31.5,37.3,21.2,29.25,0.0,12.8,26.3,0.0,0.0,16.0,26.3,18.89,Faible
Sidi Yahia El Gharb,2026-09-14,9,2026,-6.3058,34.3058,37.4,22.4,29.9,0.0,16.6,30.2,0.0,0.0,20.75,30.2,24.25,Faible
Sidi Yahia El Gharb,2026-09-15,9,2026,-6.3058,34.3058,31.1,20.4,25.75,0.0,19.5,34.9,0.0,0.0,24.375,34.9,26.56,Faible
Sidi Yahia El Gharb,2026-09-16,9,2026,-6.3058,34.3058,28.0,20.4,24.2,0.0,20.8,37.1,0.0,0.0,26.0,37.1,24.63,Faible
Sidi Yahia El Gharb,2026-09-17,9,2026,-6.3058,34.3058,27.3,18.2,22.75,0.0,14.8,28.4,0.0,0.0,18.5,28.4,20.14,Faible
Sidi Yahia El Gharb,2026-09-18,9,2026,-6.3058,34.3058,29.3,16.9,23.1,0.0,19.7,36.4,0.0,0.0,24.625,36.4,22.08,Faible
Sidi Yahia El Gharb,2026-09-19,9,2026,-6.3058,34.3058,34.6,17.4,26.0,0.0,20.9,38.2,0.0,0.0,26.125,38.2,24.99,Faible
Sidi Yahia El Gharb,2026-09-20,9,2026,-6.3058,34.3058,39.1,21.1,30.1,0.0,20.7,37.4,1.0000000000000142,0.0,25.874999999999996,37.4,27.84,Faible
Chichaoua,2026-09-14,9,2026,-8.7667,31.5333,40.3,23.8,32.05,0.0,30.6,49.3,20.49999999999997,0.0,38.25,49.3,34.43,Modéré
Chichaoua,2026-09-15,9,2026,-8.7667,31.5333,38.6,24.0,31.3,0.0,26.7,42.8,13.000000000000005,0.0,33.375,42.8,30.13,Modéré
Chichaoua,2026-09-16,9,2026,-8.7667,31.5333,34.3,21.1,27.7,0.0,25.6,41.4,0.0,0.0,32.0,41.4,30.42,Modéré
Chichaoua,2026-09-17,9,2026,-8.7667,31.5333,29.8,17.9,23.85,0.0,17.3,28.8,0.0,0.0,21.625,28.800000000000004,21.05,Faible
Chichaoua,2026-09-18,9,2026,-8.7667,31.5333,31.5,17.9,24.7,0.0,17.5,30.2,0.0,0.0,21.875,30.2,21.53,Faible
Chichaoua,2026-09-19,9,2026,-8.7667,31.5333,36.0,18.7,27.35,0.9,14.0,46.1,0.0,2.25,17.5,46.1,21.88,Faible
Chichaoua,2026-09-20,9,2026,-8.7667,31.5333,37.3,21.8,29.549999999999997,0.0,10.2,19.8,0.0,0.0,12.75,19.8,16.13,Faible
Al ’Attawia,2026-09-14,9,2026,-7.31,31.83,38.1,23.6,30.85,0.0,20.5,36.4,8.500000000000014,0.0,25.624999999999996,36.4,25.6,Faible
Al ’Attawia,2026-09-15,9,2026,-7.31,31.83,36.7,23.0,29.85,0.0,20.3,36.4,0.0,0.0,25.375000000000004,36.4,24.26,Faible
Al ’Attawia,2026-09-16,9,2026,-7.31,31.83,32.8,18.3,25.549999999999997,0.0,17.1,29.9,0.0,0.0,21.375000000000004,29.9,24.31,Faible
Al ’Attawia,2026-09-17,9,2026,-7.31,31.83,29.1,16.4,22.75,0.0,12.9,24.5,0.0,0.0,16.125,24.5,16.38,Faible
Al ’Attawia,2026-09-18,9,2026,-7.31,31.83,30.2,16.5,23.35,0.0,15.0,26.6,0.0,0.0,18.75,26.6,19.67,Faible
Al ’Attawia,2026-09-19,9,2026,-7.31,31.83,34.3,16.9,25.599999999999998,0.6000000000000001,12.3,35.3,0.0,1.5000000000000002,15.375,35.3,16.88,Faible
Al ’Attawia,2026-09-20,9,2026,-7.31,31.83,36.7,18.5,27.6,0.0,17.3,29.5,0.0,0.0,21.625,29.5,21.26,Faible
Tabount,2026-09-14,9,2026,-6.9217,30.9014,34.4,21.1,27.75,0.0,19.1,31.7,0.0,0.0,23.875,31.7,22.48,Faible
Tabount,2026-09-15,9,2026,-6.9217,30.9014,33.2,21.9,27.55,0.1,19.4,65.5,0.0,0.25,24.25,65.5,32.79,Modéré
Tabount,2026-09-16,9,2026,-6.9217,30.9014,33.1,18.9,26.0,0.0,24.0,39.2,0.0,0.0,30.0,39.2,29.26,Faible
Tabount,2026-09-17,9,2026,-6.9217,30.9014,33.7,18.0,25.85,0.0,12.9,22.0,0.0,0.0,16.125,22.0,17.63,Faible
Tabount,2026-09-18,9,2026,-6.9217,30.9014,33.8,19.1,26.45,0.0,11.4,26.6,0.0,0.0,14.250000000000002,26.6,18.54,Faible
Tabount,2026-09-19,9,2026,-6.9217,30.9014,30.0,19.0,24.5,0.0,16.1,29.9,0.0,0.0,20.125,29.9,21.0,Faible
Tabount,2026-09-20,9,2026,-6.9217,30.9014,32.7,19.7,26.200000000000003,0.0,18.1,31.0,0.0,0.0,22.625,31.0,21.96,Faible
Zaïo,2026-09-14,9,2026,-2.7334,34.9396,29.6,19.7,24.65,0.0,13.2,34.6,0.0,0.0,16.499999999999996,34.6,19.5,Faible
Zaïo,2026-09-15,9,2026,-2.7334,34.9396,29.6,18.7,24.15,0.0,9.9,24.1,0.0,0.0,12.375,24.1,15.32,Faible
Zaïo,2026-09-16,9,2026,-2.7334,34.9396,33.2,18.4,25.8,0.0,15.2,34.2,0.0,0.0,19.0,34.2,20.01,Faible
Zaïo,2026-09-17,9,2026,-2.7334,34.9396,27.6,19.4,23.5,0.0,12.8,32.8,0.0,0.0,16.0,32.8,18.84,Faible
Zaïo,2026-09-18,9,2026,-2.7334,34.9396,27.8,18.9,23.35,0.0,15.7,36.0,0.0,0.0,19.624999999999996,36.0,20.71,Faible
Zaïo,2026-09-19,9,2026,-2.7334,34.9396,28.7,19.8,24.25,0.0,19.7,34.6,0.0,0.0,24.625,34.6,23.54,Faible
Zaïo,2026-09-20,9,2026,-2.7334,34.9396,29.1,20.9,25.0,0.0,19.8,35.6,0.0,0.0,24.75,35.6,21.87,Faible
Aguelmous,2026-09-14,9,2026,-5.8366,33.1324,35.0,21.4,28.2,0.1,16.4,34.9,0.0,0.25,20.5,34.9,22.67,Faible
Aguelmous,2026-09-15,9,2026,-5.8366,33.1324,33.0,18.8,25.9,0.0,22.1,43.6,0.0,0.0,27.625,43.6,26.99,Faible
Aguelmous,2026-09-16,9,2026,-5.8366,33.1324,29.6,15.6,22.6,0.0,19.5,41.4,0.0,0.0,24.375,41.4,28.51,Faible
Aguelmous,2026-09-17,9,2026,-5.8366,33.1324,28.4,15.8,22.1,0.0,15.2,31.7,0.0,0.0,19.0,31.7,21.26,Faible
Aguelmous,2026-09-18,9,2026,-5.8366,33.1324,29.9,13.9,21.9,0.0,20.6,40.7,0.0,0.0,25.75,40.7,25.65,Faible
Aguelmous,2026-09-19,9,2026,-5.8366,33.1324,31.0,17.0,24.0,0.3,15.8,34.9,0.0,0.75,19.75,34.9,22.63,Faible
Aguelmous,2026-09-20,9,2026,-5.8366,33.1324,33.3,17.6,25.45,0.0,16.9,32.8,0.0,0.0,21.125,32.8,22.12,Faible
Asilah,2026-09-14,9,2026,-6.0333,35.4667,32.3,23.5,27.9,0.0,22.6,41.0,0.0,0.0,28.250000000000004,41.0,29.36,Faible
Asilah,2026-09-15,9,2026,-6.0333,35.4667,32.5,21.8,27.15,0.0,20.4,38.2,0.0,0.0,25.5,38.2,27.84,Faible
Asilah,2026-09-16,9,2026,-6.0333,35.4667,25.3,19.8,22.55,0.0,21.9,39.6,0.0,0.0,27.375,39.6,25.72,Faible
Asilah,2026-09-17,9,2026,-6.0333,35.4667,24.1,19.2,21.65,0.0,16.6,30.2,0.0,0.0,20.75,30.2,21.25,Faible
Asilah,2026-09-18,9,2026,-6.0333,35.4667,28.6,17.1,22.85,0.0,25.5,49.0,0.0,0.0,31.874999999999996,49.0,29.67,Faible
Asilah,2026-09-19,9,2026,-6.0333,35.4667,36.5,21.6,29.05,0.0,19.2,34.9,0.0,0.0,24.0,34.9,23.47,Faible
Asilah,2026-09-20,9,2026,-6.0333,35.4667,37.8,23.3,30.549999999999997,0.0,18.1,36.0,5.499999999999972,0.0,22.625,36.0,27.28,Faible
Imzouren,2026-09-14,9,2026,-3.8506,35.1464,29.3,19.3,24.3,0.0,14.1,25.9,0.0,0.0,17.625,25.900000000000002,22.18,Faible
Imzouren,2026-09-15,9,2026,-3.8506,35.1464,26.5,19.1,22.8,0.0,12.3,22.3,0.0,0.0,15.375,22.3,17.53,Faible
Imzouren,2026-09-16,9,2026,-3.8506,35.1464,29.0,19.9,24.45,0.0,11.8,21.6,0.0,0.0,14.750000000000002,21.6,20.17,Faible
Imzouren,2026-09-17,9,2026,-3.8506,35.1464,25.9,19.6,22.75,0.0,14.4,26.6,0.0,0.0,18.0,26.6,19.48,Faible
Imzouren,2026-09-18,9,2026,-3.8506,35.1464,26.3,18.7,22.5,0.0,16.2,30.2,0.0,0.0,20.25,30.2,21.12,Faible
Imzouren,2026-09-19,9,2026,-3.8506,35.1464,30.2,19.3,24.75,0.0,12.0,23.4,0.0,0.0,15.0,23.4,17.77,Faible
Imzouren,2026-09-20,9,2026,-3.8506,35.1464,30.7,20.9,25.799999999999997,0.0,11.7,23.4,0.0,0.0,14.625,23.4,17.68,Faible
Mediouna,2026-09-14,9,2026,-7.5208,33.4556,38.5,23.9,31.2,0.0,19.0,33.8,11.999999999999993,0.0,23.75,33.8,24.88,Faible
Mediouna,2026-09-15,9,2026,-7.5208,33.4556,32.6,20.3,26.450000000000003,0.0,19.0,33.8,0.0,0.0,23.75,33.8,21.08,Faible
Mediouna,2026-09-16,9,2026,-7.5208,33.4556,27.8,19.2,23.5,0.0,19.8,35.3,0.0,0.0,24.75,35.3,21.78,Faible
Mediouna,2026-09-17,9,2026,-7.5208,33.4556,27.1,18.2,22.65,0.0,15.0,28.4,0.0,0.0,18.75,28.4,20.21,Faible
Mediouna,2026-09-18,9,2026,-7.5208,33.4556,27.8,16.2,22.0,0.0,20.2,37.4,0.0,0.0,25.25,37.4,22.53,Faible
Mediouna,2026-09-19,9,2026,-7.5208,33.4556,27.6,18.4,23.0,0.0,13.1,34.9,0.0,0.0,16.375,34.9,19.56,Faible
Mediouna,2026-09-20,9,2026,-7.5208,33.4556,30.7,20.1,25.4,0.0,13.3,35.3,0.0,0.0,16.625,35.3,19.75,Faible
Demnat,2026-09-14,9,2026,-7.0361,31.7311,35.1,23.4,29.25,0.0,18.4,35.3,0.0,0.0,23.0,35.3,23.34,Faible
Demnat,2026-09-15,9,2026,-7.0361,31.7311,33.7,21.5,27.6,0.0,21.1,39.6,0.0,0.0,26.375000000000004,39.6,25.47,Faible
Demnat,2026-09-16,9,2026,-7.0361,31.7311,29.9,17.5,23.7,0.0,18.0,34.2,0.0,0.0,22.5,34.2,25.88,Faible
Demnat,2026-09-17,9,2026,-7.0361,31.7311,26.3,15.0,20.65,0.0,13.5,26.3,0.0,0.0,16.875,26.3,22.11,Faible
Demnat,2026-09-18,9,2026,-7.0361,31.7311,27.8,14.7,21.25,0.0,12.4,23.4,0.0,0.0,15.5,23.4,20.9,Faible
Demnat,2026-09-19,9,2026,-7.0361,31.7311,31.2,16.1,23.65,0.3,13.4,36.0,0.0,0.75,16.75,36.0,22.21,Faible
Demnat,2026-09-20,9,2026,-7.0361,31.7311,33.7,17.8,25.75,0.3,13.1,35.3,0.0,0.75,16.375,35.3,21.91,Faible
Aïn Taoujdat,2026-09-14,9,2026,-5.2167,33.9333,37.2,22.1,29.650000000000002,0.0,16.4,31.7,0.0,0.0,20.5,31.7,21.64,Faible
Aïn Taoujdat,2026-09-15,9,2026,-5.2167,33.9333,34.6,22.0,28.3,0.0,18.2,38.5,0.0,0.0,22.749999999999996,38.5,24.24,Faible
Aïn Taoujdat,2026-09-16,9,2026,-5.2167,33.9333,31.1,20.3,25.700000000000003,0.0,19.0,36.7,0.0,0.0,23.75,36.7,26.95,Faible
Aïn Taoujdat,2026-09-17,9,2026,-5.2167,33.9333,26.4,17.6,22.0,0.0,15.1,28.8,0.0,0.0,18.875,28.800000000000004,18.36,Faible
Aïn Taoujdat,2026-09-18,9,2026,-5.2167,33.9333,30.7,16.5,23.6,0.0,14.2,28.4,0.0,0.0,17.75,28.4,19.96,Faible
Aïn Taoujdat,2026-09-19,9,2026,-5.2167,33.9333,36.3,19.2,27.75,0.3,13.5,26.3,0.0,0.75,16.875,26.3,19.33,Faible
Aïn Taoujdat,2026-09-20,9,2026,-5.2167,33.9333,37.9,21.3,29.6,0.0,17.9,33.8,0.0,0.0,22.374999999999996,33.8,25.73,Faible
Sidi Smai’il,2026-09-14,9,2026,-8.5,32.8167,39.8,22.4,31.099999999999998,0.0,19.5,33.8,10.999999999999979,0.0,24.375,33.8,27.88,Faible
Sidi Smai’il,2026-09-15,9,2026,-8.5,32.8167,34.9,20.5,27.7,0.0,22.0,38.5,0.0,0.0,27.500000000000004,38.5,28.42,Faible
Sidi Smai’il,2026-09-16,9,2026,-8.5,32.8167,28.4,19.3,23.85,0.0,21.6,37.4,0.0,0.0,27.0,37.4,24.97,Faible
Sidi Smai’il,2026-09-17,9,2026,-8.5,32.8167,27.1,17.9,22.5,0.0,17.6,31.3,0.0,0.0,22.000000000000004,31.3,21.89,Faible
Sidi Smai’il,2026-09-18,9,2026,-8.5,32.8167,28.8,17.3,23.05,0.0,20.7,37.8,0.0,0.0,25.874999999999996,37.8,22.81,Faible
Sidi Smai’il,2026-09-19,9,2026,-8.5,32.8167,31.3,18.5,24.9,0.0,18.8,34.2,0.0,0.0,23.5,34.2,23.14,Faible
Sidi Smai’il,2026-09-20,9,2026,-8.5,32.8167,36.4,20.7,28.549999999999997,0.0,19.1,35.3,0.0,0.0,23.875,35.3,26.56,Faible
Moulay Bousselham,2026-09-14,9,2026,-6.2933,34.8786,33.6,21.1,27.35,0.0,15.2,25.6,0.0,0.0,19.0,25.6,22.43,Faible
Moulay Bousselham,2026-09-15,9,2026,-6.2933,34.8786,27.6,19.1,23.35,0.0,28.0,46.1,0.0,0.0,35.0,46.1,27.58,Faible
Moulay Bousselham,2026-09-16,9,2026,-6.2933,34.8786,25.2,19.4,22.299999999999997,0.0,18.2,30.2,0.0,0.0,22.749999999999996,30.2,19.75,Faible
Moulay Bousselham,2026-09-17,9,2026,-6.2933,34.8786,24.8,18.4,21.6,0.0,12.9,22.0,0.0,0.0,16.125,22.0,15.63,Faible
Moulay Bousselham,2026-09-18,9,2026,-6.2933,34.8786,25.3,15.6,20.45,0.0,19.7,32.8,0.0,0.0,24.625,32.8,21.0,Faible
Moulay Bousselham,2026-09-19,9,2026,-6.2933,34.8786,30.7,17.4,24.049999999999997,0.0,18.6,32.8,0.0,0.0,23.25,32.8,22.65,Faible
Moulay Bousselham,2026-09-20,9,2026,-6.2933,34.8786,35.9,20.1,28.0,0.0,19.5,35.3,0.0,0.0,24.375,35.3,26.68,Faible
Mechraa Bel Ksiri,2026-09-14,9,2026,-5.95,34.56,39.4,24.2,31.799999999999997,0.0,17.4,32.8,17.99999999999997,0.0,21.749999999999996,32.8,27.98,Faible
Mechraa Bel Ksiri,2026-09-15,9,2026,-5.95,34.56,34.6,20.6,27.6,0.0,19.5,37.1,0.0,0.0,24.375,37.1,27.22,Faible
Mechraa Bel Ksiri,2026-09-16,9,2026,-5.95,34.56,29.6,19.8,24.700000000000003,0.0,18.6,34.2,0.0,0.0,23.25,34.2,23.07,Faible
Mechraa Bel Ksiri,2026-09-17,9,2026,-5.95,34.56,27.7,19.0,23.35,0.0,12.4,23.8,0.0,0.0,15.5,23.8,18.02,Faible
Mechraa Bel Ksiri,2026-09-18,9,2026,-5.95,34.56,31.8,16.2,24.0,0.0,15.4,34.6,0.0,0.0,19.25,34.6,20.19,Faible
Mechraa Bel Ksiri,2026-09-19,9,2026,-5.95,34.56,36.2,18.7,27.450000000000003,0.0,19.6,36.4,0.0,0.0,24.500000000000004,36.4,24.04,Faible
Mechraa Bel Ksiri,2026-09-20,9,2026,-5.95,34.56,40.6,20.9,30.75,0.0,15.3,34.9,7.5,0.0,19.125,34.9,26.38,Faible
Souk et Tnine Jorf el Mellah,2026-09-14,9,2026,-5.5047,34.4945,39.8,26.5,33.15,0.0,16.0,29.9,31.499999999999982,0.0,20.0,29.9,28.69,Faible
Souk et Tnine Jorf el Mellah,2026-09-15,9,2026,-5.5047,34.4945,35.8,21.7,28.75,0.0,19.0,36.4,0.0,0.0,23.75,36.4,23.86,Faible
Souk et Tnine Jorf el Mellah,2026-09-16,9,2026,-5.5047,34.4945,31.4,20.4,25.9,0.0,19.3,36.0,0.0,0.0,24.125000000000004,36.0,23.83,Faible
Souk et Tnine Jorf el Mellah,2026-09-17,9,2026,-5.5047,34.4945,28.1,19.8,23.950000000000003,0.0,12.5,23.8,0.0,0.0,15.625,23.8,18.05,Faible
Souk et Tnine Jorf el Mellah,2026-09-18,9,2026,-5.5047,34.4945,33.1,17.4,25.25,0.0,10.5,18.7,0.0,0.0,13.125,18.7,13.89,Faible
Souk et Tnine Jorf el Mellah,2026-09-19,9,2026,-5.5047,34.4945,39.0,20.9,29.95,0.0,16.2,29.9,0.0,0.0,20.25,29.9,21.03,Faible
Souk et Tnine Jorf el Mellah,2026-09-20,9,2026,-5.5047,34.4945,41.1,22.5,31.8,0.0,12.3,27.4,18.000000000000007,0.0,15.375,27.399999999999995,24.76,Faible
Zeghanghane,2026-09-14,9,2026,-3.0017,35.1575,26.8,21.3,24.05,0.0,21.4,40.0,0.0,0.0,26.749999999999996,40.0,25.69,Faible
Zeghanghane,2026-09-15,9,2026,-3.0017,35.1575,27.8,19.9,23.85,0.0,13.8,27.7,0.0,0.0,17.25,27.699999999999996,17.62,Faible
Zeghanghane,2026-09-16,9,2026,-3.0017,35.1575,31.8,17.6,24.700000000000003,0.0,13.4,26.3,0.0,0.0,16.75,26.3,17.08,Faible
Zeghanghane,2026-09-17,9,2026,-3.0017,35.1575,26.9,20.0,23.45,0.0,10.5,22.7,0.0,0.0,13.125,22.7,17.09,Faible
Zeghanghane,2026-09-18,9,2026,-3.0017,35.1575,26.3,19.4,22.85,0.0,19.5,38.5,0.0,0.0,24.375,38.5,24.64,Faible
Zeghanghane,2026-09-19,9,2026,-3.0017,35.1575,27.9,21.6,24.75,0.0,18.9,34.6,0.0,0.0,23.625,34.6,23.29,Faible
Zeghanghane,2026-09-20,9,2026,-3.0017,35.1575,27.9,21.8,24.85,0.0,19.2,35.3,0.0,0.0,24.0,35.3,23.59,Faible
Oulad Barhil,2026-09-14,9,2026,-8.475,30.6408,40.6,23.0,31.8,0.0,22.2,40.3,18.000000000000007,0.0,27.749999999999996,40.3,28.73,Faible
Oulad Barhil,2026-09-15,9,2026,-8.475,30.6408,39.8,24.1,31.95,0.0,32.8,63.7,19.499999999999993,0.0,41.0,63.7,39.28,Modéré
Oulad Barhil,2026-09-16,9,2026,-8.475,30.6408,35.8,21.0,28.4,0.0,27.5,51.1,0.0,0.0,34.375,51.1,33.92,Modéré
Oulad Barhil,2026-09-17,9,2026,-8.475,30.6408,30.2,17.5,23.85,0.0,31.3,56.9,0.0,0.0,39.125,56.89999999999999,36.85,Modéré
Oulad Barhil,2026-09-18,9,2026,-8.475,30.6408,30.6,16.4,23.5,0.0,28.0,54.7,0.0,0.0,35.0,54.7,35.16,Modéré
Oulad Barhil,2026-09-19,9,2026,-8.475,30.6408,35.8,18.1,26.95,0.6000000000000001,23.5,40.3,0.0,1.5000000000000002,29.375,40.3,26.88,Faible
Oulad Barhil,2026-09-20,9,2026,-8.475,30.6408,38.5,25.1,31.8,0.0,15.8,28.8,18.000000000000007,0.0,19.75,28.800000000000004,23.28,Faible
Bir Jdid,2026-09-14,9,2026,-8.0002,33.3737,33.6,22.4,28.0,0.0,14.9,28.8,0.0,0.0,18.625,28.800000000000004,23.3,Faible
Bir Jdid,2026-09-15,9,2026,-8.0002,33.3737,29.0,20.6,24.8,0.0,17.3,33.5,0.0,0.0,21.625,33.5,20.46,Faible
Bir Jdid,2026-09-16,9,2026,-8.0002,33.3737,25.9,19.7,22.799999999999997,0.0,19.8,37.8,0.0,0.0,24.75,37.8,22.53,Faible
Bir Jdid,2026-09-17,9,2026,-8.0002,33.3737,25.9,18.3,22.1,0.0,16.6,32.0,0.0,0.0,20.75,32.0,21.79,Faible
Bir Jdid,2026-09-18,9,2026,-8.0002,33.3737,26.0,17.2,21.6,0.0,21.3,41.4,0.0,0.0,26.625,41.4,26.08,Faible
Bir Jdid,2026-09-19,9,2026,-8.0002,33.3737,27.9,19.0,23.45,0.0,19.5,37.1,0.0,0.0,24.375,37.1,22.22,Faible
Bir Jdid,2026-09-20,9,2026,-8.0002,33.3737,30.9,20.1,25.5,0.0,17.9,35.6,0.0,0.0,22.374999999999996,35.6,21.27,Faible
Bou Arfa,2026-09-14,9,2026,-1.9631,32.531,34.1,21.5,27.8,0.1,17.2,29.9,0.0,0.25,21.5,29.9,21.42,Faible
Bou Arfa,2026-09-15,9,2026,-1.9631,32.531,32.2,20.0,26.1,0.1,20.3,31.7,0.0,0.25,25.375000000000004,31.7,22.93,Faible
Bou Arfa,2026-09-16,9,2026,-1.9631,32.531,29.3,20.2,24.75,0.0,15.6,24.8,0.0,0.0,19.5,24.8,19.31,Faible
Bou Arfa,2026-09-17,9,2026,-1.9631,32.531,30.3,17.5,23.9,0.0,21.8,33.8,0.0,0.0,27.250000000000004,33.8,23.95,Faible
Bou Arfa,2026-09-18,9,2026,-1.9631,32.531,29.3,17.9,23.6,0.0,16.1,23.8,0.0,0.0,20.125,23.8,19.17,Faible
Bou Arfa,2026-09-19,9,2026,-1.9631,32.531,32.1,20.2,26.15,0.0,11.4,22.0,0.0,0.0,14.250000000000002,22.0,17.16,Faible
Bou Arfa,2026-09-20,9,2026,-1.9631,32.531,31.5,18.8,25.15,0.0,13.8,19.8,0.0,0.0,17.25,19.8,17.25,Faible
Tahannawt,2026-09-14,9,2026,-7.9508,31.3514,35.3,24.2,29.75,0.0,22.4,41.0,0.0,0.0,27.999999999999996,41.0,26.3,Faible
Tahannawt,2026-09-15,9,2026,-7.9508,31.3514,34.3,22.9,28.599999999999998,0.0,19.9,37.4,0.0,0.0,24.874999999999996,37.4,24.44,Faible
Tahannawt,2026-09-16,9,2026,-7.9508,31.3514,30.7,18.4,24.549999999999997,0.0,17.5,33.1,0.0,0.0,21.875,33.1,25.4,Faible
Tahannawt,2026-09-17,9,2026,-7.9508,31.3514,26.5,15.0,20.75,0.0,14.1,27.7,0.0,0.0,17.625,27.699999999999996,22.72,Faible
Tahannawt,2026-09-18,9,2026,-7.9508,31.3514,27.6,14.8,21.200000000000003,0.0,14.0,27.0,0.0,0.0,17.5,27.0,19.48,Faible
Tahannawt,2026-09-19,9,2026,-7.9508,31.3514,31.4,17.3,24.35,0.9,13.9,24.5,0.0,2.25,17.375,24.5,19.37,Faible
Tahannawt,2026-09-20,9,2026,-7.9508,31.3514,33.7,18.0,25.85,0.0,15.9,27.0,0.0,0.0,19.875,27.0,20.07,Faible
Arfoud,2026-09-14,9,2026,-4.2328,31.4361,38.0,23.5,30.75,0.2,14.4,22.0,7.5,0.5,18.0,22.0,19.38,Faible
