city,time,month,year,lng,lat,temperature_2m_max,temperature_2m_min,temperature_moyenne_jour,precipitation_sum,windspeed_10m_max,windgusts_10m_max,score_temperature,score_pluie,score_vent,score_rafales,weather_risk_score,risk_category
M’diq,2026-09-14,9,2026,-5.32,35.68,25.4,22.0,23.7,0.0,19.1,41.4,0.0,0.0,23.875,41.4,25.39,Faible
M’diq,2026-09-15,9,2026,-5.32,35.68,25.9,21.2,23.549999999999997,0.0,11.3,27.0,0.0,0.0,14.125000000000002,27.0,18.63,Faible
M’diq,2026-09-16,9,2026,-5.32,35.68,31.8,19.1,25.450000000000003,0.0,16.6,41.0,0.0,0.0,20.75,41.0,27.49,Faible
M’diq,2026-09-17,9,2026,-5.32,35.68,25.3,19.4,22.35,0.0,16.1,36.7,0.0,0.0,20.125,36.7,23.04,Faible
M’diq,2026-09-18,9,2026,-5.32,35.68,24.7,18.5,21.6,0.0,18.1,38.9,0.0,0.0,22.625,38.9,24.33,Faible
M’diq,2026-09-19,9,2026,-5.32,35.68,27.4,21.6,24.5,0.0,27.8,56.5,0.0,0.0,34.75,56.49999999999999,32.64,Modéré
M’diq,2026-09-20,9,2026,-5.32,35.68,27.0,23.2,25.1,0.0,26.5,62.3,0.0,0.0,33.125,62.3,33.97,Modéré
Youssoufia,2026-09-14,9,2026,-8.53,32.25,40.3,26.9,33.599999999999994,0.0,24.3,49.0,35.99999999999994,0.0,30.375000000000004,49.0,34.69,Modéré
Youssoufia,2026-09-15,9,2026,-8.53,32.25,37.1,23.9,30.5,0.0,24.5,49.3,5.0,0.0,30.625000000000004,49.3,30.2,Modéré
Youssoufia,2026-09-16,9,2026,-8.53,32.25,31.6,18.8,25.200000000000003,0.0,21.9,43.9,0.0,0.0,27.375,43.9,30.01,Modéré
Youssoufia,2026-09-17,9,2026,-8.53,32.25,28.0,17.2,22.6,0.0,17.7,36.7,0.0,0.0,22.125,36.7,23.54,Faible
Youssoufia,2026-09-18,9,2026,-8.53,32.25,30.6,16.9,23.75,0.0,18.6,36.7,0.0,0.0,23.25,36.7,21.82,Faible
Youssoufia,2026-09-19,9,2026,-8.53,32.25,35.3,17.3,26.299999999999997,0.6000000000000001,13.8,28.8,0.0,1.5000000000000002,17.25,28.800000000000004,15.4,Faible
Youssoufia,2026-09-20,9,2026,-8.53,32.25,38.8,22.2,30.5,0.0,20.8,47.5,5.0,0.0,26.0,47.5,28.5,Faible
Midalt,2026-09-14,9,2026,-4.74,32.68,30.5,17.0,23.75,0.0,29.2,51.1,0.0,0.0,36.5,51.1,31.46,Modéré
Midalt,2026-09-15,9,2026,-4.74,32.68,30.1,17.0,23.55,0.1,20.3,36.0,0.0,0.25,25.375000000000004,36.0,24.22,Faible
Midalt,2026-09-16,9,2026,-4.74,32.68,26.9,17.2,22.049999999999997,0.0,25.3,46.1,0.0,0.0,31.625000000000004,46.1,28.74,Faible
Midalt,2026-09-17,9,2026,-4.74,32.68,28.2,14.5,21.35,0.0,27.3,48.6,0.0,0.0,34.125,48.6,30.11,Modéré
Midalt,2026-09-18,9,2026,-4.74,32.68,26.9,13.4,20.15,0.0,19.6,35.6,0.0,0.0,24.500000000000004,35.6,23.8,Faible
Midalt,2026-09-19,9,2026,-4.74,32.68,28.9,14.8,21.85,0.0,21.6,33.8,0.0,0.0,27.0,33.8,21.89,Faible
Midalt,2026-09-20,9,2026,-4.74,32.68,30.4,13.7,22.049999999999997,0.0,15.8,26.3,0.0,0.0,19.75,26.3,19.83,Faible
Aïn Harrouda,2026-09-14,9,2026,-7.4483,33.6372,33.9,23.4,28.65,0.0,11.6,30.2,0.0,0.0,14.499999999999998,30.2,22.68,Faible
Aïn Harrouda,2026-09-15,9,2026,-7.4483,33.6372,28.4,21.4,24.9,0.0,13.7,35.3,0.0,0.0,17.125,35.3,19.87,Faible
Aïn Harrouda,2026-09-16,9,2026,-7.4483,33.6372,26.0,20.5,23.25,0.0,15.9,40.7,0.0,0.0,19.875,40.7,24.18,Faible
Aïn Harrouda,2026-09-17,9,2026,-7.4483,33.6372,26.2,19.3,22.75,0.0,13.8,36.4,0.0,0.0,17.25,36.4,22.23,Faible
Aïn Harrouda,2026-09-18,9,2026,-7.4483,33.6372,26.1,16.9,21.5,0.0,15.6,39.6,0.0,0.0,19.5,39.6,21.76,Faible
Aïn Harrouda,2026-09-19,9,2026,-7.4483,33.6372,27.6,19.0,23.3,0.0,14.0,32.0,0.0,0.0,17.5,32.0,18.98,Faible
Aïn Harrouda,2026-09-20,9,2026,-7.4483,33.6372,30.1,21.2,25.65,0.0,14.0,32.8,0.0,0.0,17.5,32.8,24.21,Faible
Souq Sebt Oulad Nemma,2026-09-14,9,2026,-6.7,32.3,41.2,23.3,32.25,0.0,14.3,30.2,22.5,0.0,17.875000000000004,30.2,23.9,Faible
Souq Sebt Oulad Nemma,2026-09-15,9,2026,-6.7,32.3,39.3,24.5,31.9,0.0,20.3,35.6,18.999999999999986,0.0,25.375000000000004,35.6,26.87,Faible
Souq Sebt Oulad Nemma,2026-09-16,9,2026,-6.7,32.3,35.6,19.8,27.700000000000003,0.0,17.3,34.6,0.0,0.0,21.625,34.6,25.79,Faible
Souq Sebt Oulad Nemma,2026-09-17,9,2026,-6.7,32.3,32.3,17.5,24.9,0.0,14.8,28.1,0.0,0.0,18.5,28.1,20.06,Faible
Souq Sebt Oulad Nemma,2026-09-18,9,2026,-6.7,32.3,34.2,17.9,26.05,0.0,7.1,15.1,0.0,0.0,8.875,15.1,13.75,Faible
Souq Sebt Oulad Nemma,2026-09-19,9,2026,-6.7,32.3,37.9,19.4,28.65,0.0,16.6,45.4,0.0,0.0,20.75,45.4,25.81,Faible
Souq Sebt Oulad Nemma,2026-09-20,9,2026,-6.7,32.3,39.6,21.5,30.55,0.0,13.9,26.3,5.500000000000007,0.0,17.375,26.3,20.06,Faible
Mehdya,2026-09-14,9,2026,-6.6745,34.2557,33.3,22.5,27.9,0.0,10.0,24.5,0.0,0.0,12.5,24.5,20.48,Faible
Mehdya,2026-09-15,9,2026,-6.6745,34.2557,27.4,21.1,24.25,0.0,13.5,30.2,0.0,0.0,16.875,30.2,18.28,Faible
Mehdya,2026-09-16,9,2026,-6.6745,34.2557,26.2,20.8,23.5,0.0,17.3,37.4,0.0,0.0,21.625,37.4,23.63,Faible
Mehdya,2026-09-17,9,2026,-6.6745,34.2557,26.2,18.5,22.35,0.0,12.7,29.9,0.0,0.0,15.875,29.9,19.94,Faible
Mehdya,2026-09-18,9,2026,-6.6745,34.2557,27.4,17.5,22.45,0.0,16.6,36.4,0.0,0.0,20.75,36.4,21.11,Faible
Mehdya,2026-09-19,9,2026,-6.6745,34.2557,29.1,17.1,23.1,0.0,13.7,32.4,0.0,0.0,17.125,32.4,21.0,Faible
Mehdya,2026-09-20,9,2026,-6.6745,34.2557,33.7,19.9,26.8,0.0,16.1,36.0,0.0,0.0,20.125,36.0,25.83,Faible
Ouezzane,2026-09-14,9,2026,-5.6,34.8,38.7,21.6,30.150000000000002,0.0,16.3,32.0,1.5000000000000213,0.0,20.375,32.0,24.92,Faible
Ouezzane,2026-09-15,9,2026,-5.6,34.8,35.3,20.3,27.799999999999997,0.0,18.3,36.7,0.0,0.0,22.875,36.7,26.73,Faible
Ouezzane,2026-09-16,9,2026,-5.6,34.8,30.3,17.7,24.0,0.0,17.0,33.5,0.0,0.0,21.25,33.5,22.36,Faible
Ouezzane,2026-09-17,9,2026,-5.6,34.8,26.8,17.7,22.25,0.0,11.6,22.7,0.0,0.0,14.499999999999998,22.7,17.43,Faible
Ouezzane,2026-09-18,9,2026,-5.6,34.8,31.5,15.2,23.35,0.0,13.1,32.0,0.0,0.0,16.375,32.0,20.69,Faible
Ouezzane,2026-09-19,9,2026,-5.6,34.8,37.1,17.0,27.05,0.0,15.5,29.9,0.0,0.0,19.375,29.9,20.81,Faible
Ouezzane,2026-09-20,9,2026,-5.6,34.8,40.1,20.6,30.35,0.0,11.6,24.1,3.500000000000014,0.0,14.499999999999998,24.1,18.38,Faible
Semara,2026-09-14,9,2026,-11.6703,26.7394,40.9,26.7,33.8,11.4,32.8,61.2,37.99999999999997,28.500000000000004,41.0,61.199999999999996,44.86,Modéré
Semara,2026-09-15,9,2026,-11.6703,26.7394,35.9,23.6,29.75,0.0,12.2,25.2,0.0,0.0,15.25,25.2,21.37,Faible
Semara,2026-09-16,9,2026,-11.6703,26.7394,38.0,21.4,29.7,0.0,34.6,56.2,0.0,0.0,43.25,56.2,37.67,Modéré
Semara,2026-09-17,9,2026,-11.6703,26.7394,31.2,19.6,25.4,0.0,28.6,48.6,0.0,0.0,35.75000000000001,48.6,30.52,Modéré
Semara,2026-09-18,9,2026,-11.6703,26.7394,30.2,19.0,24.6,0.0,23.2,41.4,0.0,0.0,28.999999999999996,41.4,26.67,Faible
Semara,2026-09-19,9,2026,-11.6703,26.7394,31.6,17.9,24.75,0.0,15.5,33.5,0.0,0.0,19.375,33.5,21.89,Faible
Semara,2026-09-20,9,2026,-11.6703,26.7394,38.6,18.7,28.65,0.0,14.3,45.4,0.0,0.0,17.875000000000004,45.4,28.09,Faible
Ait Ourir,2026-09-14,9,2026,-7.6628,31.5644,37.9,25.2,31.549999999999997,0.0,14.9,29.9,15.499999999999972,0.0,18.625,29.9,22.95,Faible
Ait Ourir,2026-09-15,9,2026,-7.6628,31.5644,36.7,24.3,30.5,0.0,19.2,36.0,5.0,0.0,24.0,36.0,24.55,Faible
Ait Ourir,2026-09-16,9,2026,-7.6628,31.5644,32.9,19.8,26.35,0.0,14.2,27.4,0.0,0.0,17.75,27.399999999999995,22.66,Faible
Ait Ourir,2026-09-17,9,2026,-7.6628,31.5644,28.9,17.0,22.95,0.0,10.8,21.6,0.0,0.0,13.5,21.6,16.86,Faible
Ait Ourir,2026-09-18,9,2026,-7.6628,31.5644,30.2,17.1,23.65,0.0,12.0,24.5,0.0,0.0,15.0,24.5,18.1,Faible
Ait Ourir,2026-09-19,9,2026,-7.6628,31.5644,34.1,18.5,26.3,0.9,9.7,19.1,0.0,2.25,12.125,19.1,16.44,Faible
Ait Ourir,2026-09-20,9,2026,-7.6628,31.5644,36.7,19.6,28.150000000000002,0.0,16.3,31.3,0.0,0.0,20.375,31.3,21.48,Faible
Oulad Tayeb,2026-09-14,9,2026,-4.9954,33.9598,37.7,22.7,30.200000000000003,0.0,14.8,29.2,2.0000000000000284,0.0,18.5,29.2,20.68,Faible
Oulad Tayeb,2026-09-15,9,2026,-4.9954,33.9598,35.0,23.1,29.05,0.0,16.6,31.7,0.0,0.0,20.75,31.7,21.7,Faible
Oulad Tayeb,2026-09-16,9,2026,-4.9954,33.9598,31.1,20.5,25.8,0.0,17.3,32.4,0.0,0.0,21.625,32.4,25.13,Faible
Oulad Tayeb,2026-09-17,9,2026,-4.9954,33.9598,27.3,18.2,22.75,0.0,13.3,27.0,0.0,0.0,16.625,27.0,17.26,Faible
Oulad Tayeb,2026-09-18,9,2026,-4.9954,33.9598,31.4,17.6,24.5,0.0,14.0,27.0,0.0,0.0,17.5,27.0,19.48,Faible
Oulad Tayeb,2026-09-19,9,2026,-4.9954,33.9598,36.7,20.3,28.5,0.0,9.7,25.2,0.0,0.0,12.125,25.2,17.59,Faible
Oulad Tayeb,2026-09-20,9,2026,-4.9954,33.9598,38.2,22.8,30.5,0.0,17.2,41.0,5.0,0.0,21.5,41.0,25.42,Faible
Tit Mellil,2026-09-14,9,2026,-7.4822,33.5533,34.4,23.9,29.15,0.0,12.4,33.1,0.0,0.0,15.5,33.1,20.8,Faible
Tit Mellil,2026-09-15,9,2026,-7.4822,33.5533,29.2,21.2,25.2,0.0,14.0,36.4,0.0,0.0,17.5,36.4,20.3,Faible
Tit Mellil,2026-09-16,9,2026,-7.4822,33.5533,26.1,20.1,23.1,0.0,15.9,41.0,0.0,0.0,19.875,41.0,24.27,Faible
Tit Mellil,2026-09-17,9,2026,-7.4822,33.5533,26.1,18.7,22.4,0.0,13.5,35.6,0.0,0.0,16.875,35.6,21.9,Faible
Tit Mellil,2026-09-18,9,2026,-7.4822,33.5533,26.1,16.9,21.5,0.0,16.6,41.8,0.0,0.0,20.75,41.8,22.73,Faible
Tit Mellil,2026-09-19,9,2026,-7.4822,33.5533,28.0,19.1,23.55,0.0,13.1,34.9,0.0,0.0,16.375,34.9,19.56,Faible
Tit Mellil,2026-09-20,9,2026,-7.4822,33.5533,31.1,20.5,25.8,0.0,13.3,35.3,0.0,0.0,16.625,35.3,19.75,Faible
Sidi Bennour,2026-09-14,9,2026,-8.4292,32.655,40.7,22.6,31.650000000000002,0.0,25.0,43.2,16.50000000000002,0.0,31.25,43.2,30.25,Modéré
Sidi Bennour,2026-09-15,9,2026,-8.4292,32.655,36.7,20.4,28.55,0.0,25.6,44.6,0.0,0.0,32.0,44.6,31.38,Modéré
Sidi Bennour,2026-09-16,9,2026,-8.4292,32.655,30.0,18.2,24.1,0.0,23.5,40.7,0.0,0.0,29.375,40.7,24.55,Faible
Sidi Bennour,2026-09-17,9,2026,-8.4292,32.655,27.7,17.4,22.549999999999997,0.0,20.1,34.2,0.0,0.0,25.125000000000004,34.2,23.54,Faible
Sidi Bennour,2026-09-18,9,2026,-8.4292,32.655,30.3,16.6,23.450000000000003,0.0,21.0,37.8,0.0,0.0,26.25,37.8,22.9,Faible
Sidi Bennour,2026-09-19,9,2026,-8.4292,32.655,34.3,17.7,26.0,0.0,17.7,34.2,0.0,0.0,22.125,34.2,22.79,Faible
Sidi Bennour,2026-09-20,9,2026,-8.4292,32.655,39.1,20.2,29.65,0.0,19.1,34.9,0.0,0.0,23.875,34.9,26.44,Faible
Temsia,2026-09-14,9,2026,-9.4144,30.3633,40.8,26.0,33.4,0.0,21.5,43.9,33.999999999999986,0.0,26.875,43.9,31.99,Modéré
Temsia,2026-09-15,9,2026,-9.4144,30.3633,36.7,26.1,31.400000000000002,0.2,18.3,39.2,14.000000000000021,0.5,22.875,39.2,26.73,Faible
Temsia,2026-09-16,9,2026,-9.4144,30.3633,31.0,22.2,26.6,0.0,20.9,45.0,0.0,0.0,26.125,45.0,30.03,Modéré
Temsia,2026-09-17,9,2026,-9.4144,30.3633,27.8,20.4,24.1,0.0,20.8,42.8,0.0,0.0,26.0,42.8,26.34,Faible
Temsia,2026-09-18,9,2026,-9.4144,30.3633,27.6,19.6,23.6,0.0,20.3,42.8,0.0,0.0,25.375000000000004,42.8,26.18,Faible
Temsia,2026-09-19,9,2026,-9.4144,30.3633,35.6,19.3,27.450000000000003,0.0,17.8,31.7,0.0,0.0,22.25,31.7,22.07,Faible
Temsia,2026-09-20,9,2026,-9.4144,30.3633,40.9,24.8,32.85,0.0,28.8,50.0,28.500000000000014,0.0,36.0,50.0,35.28,Modéré
Biougra,2026-09-14,9,2026,-9.3708,30.2144,40.6,27.6,34.1,0.0,22.3,38.2,41.000000000000014,0.0,27.875,38.2,31.58,Modéré
Biougra,2026-09-15,9,2026,-9.3708,30.2144,36.7,25.5,31.1,0.8,21.7,34.9,11.000000000000014,2.0,27.125,34.9,21.5,Faible
Biougra,2026-09-16,9,2026,-9.3708,30.2144,32.2,22.9,27.55,0.0,33.4,55.1,0.0,0.0,41.75,55.1,36.97,Modéré
Biougra,2026-09-17,9,2026,-9.3708,30.2144,27.4,20.5,23.95,0.0,31.6,52.2,0.0,0.0,39.5,52.2,32.53,Modéré
Biougra,2026-09-18,9,2026,-9.3708,30.2144,27.7,20.0,23.85,0.0,25.7,42.8,0.0,0.0,32.125,42.8,27.87,Faible
Biougra,2026-09-19,9,2026,-9.3708,30.2144,32.4,19.3,25.85,0.0,20.2,33.5,0.0,0.0,25.25,33.5,23.36,Faible
Biougra,2026-09-20,9,2026,-9.3708,30.2144,39.8,23.4,31.599999999999998,0.0,28.2,48.6,15.999999999999979,0.0,35.25,48.6,35.79,Modéré
Al Hoceïma,2026-09-14,9,2026,-3.9322,35.2472,28.7,19.5,24.1,0.0,15.0,27.7,0.0,0.0,18.75,27.699999999999996,23.0,Faible
Al Hoceïma,2026-09-15,9,2026,-3.9322,35.2472,26.0,19.4,22.7,0.0,10.9,20.2,0.0,0.0,13.625000000000002,20.2,14.47,Faible
Al Hoceïma,2026-09-16,9,2026,-3.9322,35.2472,27.9,19.3,23.6,0.0,10.8,21.6,0.0,0.0,13.5,21.6,14.86,Faible
Al Hoceïma,2026-09-17,9,2026,-3.9322,35.2472,25.4,20.0,22.7,0.0,14.0,25.2,0.0,0.0,17.5,25.2,18.93,Faible
Al Hoceïma,2026-09-18,9,2026,-3.9322,35.2472,26.0,19.1,22.55,0.0,17.3,32.4,0.0,0.0,21.625,32.4,20.13,Faible
Al Hoceïma,2026-09-19,9,2026,-3.9322,35.2472,27.7,19.5,23.6,0.0,14.9,28.8,0.0,0.0,18.625,28.800000000000004,20.3,Faible
Al Hoceïma,2026-09-20,9,2026,-3.9322,35.2472,27.7,22.0,24.85,0.0,12.5,22.7,0.0,0.0,15.625,22.7,15.72,Faible
Qasbat Tadla,2026-09-14,9,2026,-6.26,32.6,40.3,21.3,30.799999999999997,0.0,23.9,45.4,7.999999999999971,0.0,29.874999999999996,45.4,29.29,Faible
Qasbat Tadla,2026-09-15,9,2026,-6.26,32.6,38.6,21.5,30.05,0.0,20.2,37.1,0.5000000000000071,0.0,25.25,37.1,24.52,Faible
Qasbat Tadla,2026-09-16,9,2026,-6.26,32.6,34.5,18.0,26.25,0.0,17.7,38.5,0.0,0.0,22.125,38.5,27.08,Faible
Qasbat Tadla,2026-09-17,9,2026,-6.26,32.6,32.2,17.0,24.6,0.0,10.8,24.5,0.0,0.0,13.5,24.5,17.73,Faible
Qasbat Tadla,2026-09-18,9,2026,-6.26,32.6,34.0,15.9,24.95,0.0,14.3,25.2,0.0,0.0,17.875000000000004,25.2,19.03,Faible
Qasbat Tadla,2026-09-19,9,2026,-6.26,32.6,36.4,19.6,28.0,0.3,11.3,28.1,0.0,0.75,14.125000000000002,28.1,19.19,Faible
Qasbat Tadla,2026-09-20,9,2026,-6.26,32.6,38.6,18.6,28.6,0.0,12.6,25.6,0.0,0.0,15.75,25.6,21.62,Faible
Aziylal,2026-09-14,9,2026,-6.56,31.96,31.7,19.5,25.6,1.2,18.9,41.0,0.0,3.0,23.625,41.0,22.11,Faible
Aziylal,2026-09-15,9,2026,-6.56,31.96,29.8,19.8,24.8,0.0,21.9,45.7,0.0,0.0,27.375,45.7,27.55,Faible
Aziylal,2026-09-16,9,2026,-6.56,31.96,26.6,15.5,21.05,0.0,18.0,37.8,0.0,0.0,22.5,37.8,26.96,Faible
Aziylal,2026-09-17,9,2026,-6.56,31.96,25.5,15.1,20.3,0.0,17.3,36.4,0.0,0.0,21.625,36.4,23.33,Faible
Aziylal,2026-09-18,9,2026,-6.56,31.96,26.3,14.3,20.3,0.0,15.6,33.1,0.0,0.0,19.5,33.1,21.8,Faible
Aziylal,2026-09-19,9,2026,-6.56,31.96,27.8,18.3,23.05,9.3,15.0,32.0,0.0,23.25,18.75,32.0,24.26,Faible
Aziylal,2026-09-20,9,2026,-6.56,31.96,28.8,16.9,22.85,0.0,12.3,32.8,0.0,0.0,15.375,32.8,20.68,Faible
Boujad,2026-09-14,9,2026,-6.3925,32.7741,38.5,21.8,30.15,0.0,10.2,18.0,1.4999999999999858,0.0,12.75,18.0,15.81,Faible
Boujad,2026-09-15,9,2026,-6.3925,32.7741,36.7,22.9,29.8,0.0,22.1,40.0,0.0,0.0,27.625,40.0,25.91,Faible
Boujad,2026-09-16,9,2026,-6.3925,32.7741,32.6,17.7,25.15,0.0,21.5,41.8,0.0,0.0,26.875,41.8,29.26,Faible
Boujad,2026-09-17,9,2026,-6.3925,32.7741,31.0,16.6,23.8,0.0,16.3,33.5,0.0,0.0,20.375,33.5,22.14,Faible
Boujad,2026-09-18,9,2026,-6.3925,32.7741,32.4,16.0,24.2,0.0,18.0,36.7,0.0,0.0,22.5,36.7,23.64,Faible
Boujad,2026-09-19,9,2026,-6.3925,32.7741,34.5,19.5,27.0,0.3,12.6,25.6,0.0,0.75,15.75,25.6,13.84,Faible
Boujad,2026-09-20,9,2026,-6.3925,32.7741,36.4,20.8,28.6,0.0,13.7,35.3,0.0,0.0,17.125,35.3,21.87,Faible
Al Aaroui,2026-09-14,9,2026,-3.0073,35.0104,27.2,20.8,24.0,0.0,22.9,40.0,0.0,0.0,28.625,40.0,24.16,Faible
Al Aaroui,2026-09-15,9,2026,-3.0073,35.0104,28.1,18.7,23.4,0.0,16.3,28.4,0.0,0.0,20.375,28.4,18.61,Faible
Al Aaroui,2026-09-16,9,2026,-3.0073,35.0104,32.9,16.5,24.7,0.0,16.2,28.4,0.0,0.0,20.25,28.4,23.58,Faible
Al Aaroui,2026-09-17,9,2026,-3.0073,35.0104,27.4,19.4,23.4,0.0,16.8,31.0,0.0,0.0,21.000000000000004,31.0,21.55,Faible
Al Aaroui,2026-09-18,9,2026,-3.0073,35.0104,26.8,18.2,22.5,0.0,24.2,43.6,0.0,0.0,30.25,43.6,25.64,Faible
Al Aaroui,2026-09-19,9,2026,-3.0073,35.0104,28.8,20.5,24.65,0.0,20.2,36.4,0.0,0.0,25.25,36.4,24.23,Faible
Al Aaroui,2026-09-20,9,2026,-3.0073,35.0104,29.3,20.8,25.05,0.0,17.7,36.0,0.0,0.0,22.125,36.0,21.33,Faible
Mrirt,2026-09-14,9,2026,-5.5634,33.1654,35.4,20.7,28.049999999999997,0.0,22.1,46.8,0.0,0.0,27.625,46.8,27.95,Faible
Mrirt,2026-09-15,9,2026,-5.5634,33.1654,33.5,19.6,26.55,0.3,21.8,43.2,0.0,0.75,27.250000000000004,43.2,22.0,Faible
Mrirt,2026-09-16,9,2026,-5.5634,33.1654,30.0,15.0,22.5,0.0,20.0,41.0,0.0,0.0,25.0,41.0,28.55,Faible
Mrirt,2026-09-17,9,2026,-5.5634,33.1654,29.0,15.5,22.25,0.0,17.8,36.4,0.0,0.0,22.25,36.4,23.48,Faible
Mrirt,2026-09-18,9,2026,-5.5634,33.1654,29.9,13.5,21.7,0.0,18.4,36.7,0.0,0.0,23.0,36.7,23.76,Faible
Mrirt,2026-09-19,9,2026,-5.5634,33.1654,31.3,16.7,24.0,0.0,19.1,39.6,0.0,0.0,23.875,39.6,24.85,Faible
Mrirt,2026-09-20,9,2026,-5.5634,33.1654,33.7,16.7,25.200000000000003,0.0,16.9,33.5,0.0,0.0,21.125,33.5,22.33,Faible
Tineghir,2026-09-14,9,2026,-5.5328,31.5147,33.6,21.2,27.4,0.0,18.4,30.2,0.0,0.0,23.0,30.2,21.81,Faible
Tineghir,2026-09-15,9,2026,-5.5328,31.5147,30.7,20.3,25.5,2.2,20.1,50.8,0.0,5.500000000000001,25.125000000000004,50.8,26.17,Faible
Tineghir,2026-09-16,9,2026,-5.5328,31.5147,31.2,17.0,24.1,0.0,28.7,44.3,0.0,0.0,35.875,44.3,32.26,Modéré
Tineghir,2026-09-17,9,2026,-5.5328,31.5147,31.5,17.6,24.55,0.0,20.6,33.1,0.0,0.0,25.75,33.1,23.37,Faible
Tineghir,2026-09-18,9,2026,-5.5328,31.5147,31.3,18.7,25.0,0.0,12.2,26.3,0.0,0.0,15.25,26.3,18.7,Faible
Tineghir,2026-09-19,9,2026,-5.5328,31.5147,27.8,19.8,23.8,0.6000000000000001,13.0,26.3,0.0,1.5000000000000002,16.25,26.3,19.4,Faible
Tineghir,2026-09-20,9,2026,-5.5328,31.5147,30.6,18.0,24.3,0.0,14.8,23.4,0.0,0.0,18.5,23.4,21.64,Faible
Bouknadel,2026-09-14,9,2026,-6.6893,34.1766,31.0,22.4,26.7,0.0,9.7,18.0,0.0,0.0,12.125,18.0,18.43,Faible
Bouknadel,2026-09-15,9,2026,-6.6893,34.1766,26.0,21.2,23.6,0.0,16.9,29.5,0.0,0.0,21.125,29.5,19.13,Faible
Bouknadel,2026-09-16,9,2026,-6.6893,34.1766,25.1,20.7,22.9,0.0,21.2,36.7,0.0,0.0,26.5,36.7,24.64,Faible
Bouknadel,2026-09-17,9,2026,-6.6893,34.1766,25.0,18.7,21.85,0.0,14.4,26.3,0.0,0.0,18.0,26.3,19.39,Faible
Bouknadel,2026-09-18,9,2026,-6.6893,34.1766,25.5,17.7,21.6,0.0,18.4,31.7,0.0,0.0,23.0,31.7,20.26,Faible
Bouknadel,2026-09-19,9,2026,-6.6893,34.1766,29.1,17.2,23.15,0.0,13.7,32.4,0.0,0.0,17.125,32.4,21.0,Faible
Bouknadel,2026-09-20,9,2026,-6.6893,34.1766,33.6,19.9,26.75,0.0,16.1,36.0,0.0,0.0,20.125,36.0,25.83,Faible
Cabo Bojador,2026-09-14,9,2026,-14.4992,26.1269,32.7,22.3,27.5,0.0,29.1,44.6,0.0,0.0,36.375,44.6,32.47,Modéré
Cabo Bojador,2026-09-15,9,2026,-14.4992,26.1269,34.4,24.8,29.6,0.0,30.9,49.7,0.0,0.0,38.625,49.7,34.57,Modéré
Cabo Bojador,2026-09-16,9,2026,-14.4992,26.1269,28.7,22.0,25.35,0.0,27.5,50.0,0.0,0.0,34.375,50.0,33.59,Modéré
Cabo Bojador,2026-09-17,9,2026,-14.4992,26.1269,25.5,20.8,23.15,0.0,32.3,58.3,0.0,0.0,40.37499999999999,58.3,34.58,Modéré
Cabo Bojador,2026-09-18,9,2026,-14.4992,26.1269,24.8,19.6,22.200000000000003,0.0,24.6,47.5,0.0,0.0,30.75,47.5,28.94,Faible
Cabo Bojador,2026-09-19,9,2026,-14.4992,26.1269,25.1,19.1,22.1,0.0,21.6,41.8,0.0,0.0,27.0,41.8,29.29,Faible
Cabo Bojador,2026-09-20,9,2026,-14.4992,26.1269,28.7,19.3,24.0,0.0,28.7,49.0,0.0,0.0,35.875,49.0,33.67,Modéré
Zagora,2026-09-14,9,2026,-5.8376,30.3316,38.5,24.1,31.3,0.0,15.9,27.7,13.000000000000005,0.0,19.875,27.699999999999996,22.23,Faible
Zagora,2026-09-15,9,2026,-5.8376,30.3316,35.3,27.9,31.599999999999998,0.1,16.3,31.0,15.999999999999979,0.25,20.375,31.0,23.87,Faible
Zagora,2026-09-16,9,2026,-5.8376,30.3316,37.2,23.1,30.150000000000002,0.0,14.0,23.8,1.5000000000000213,0.0,17.5,23.8,21.74,Faible
Zagora,2026-09-17,9,2026,-5.8376,30.3316,36.9,24.0,30.45,0.0,20.5,32.0,4.499999999999993,0.0,25.624999999999996,32.0,23.68,Faible
Zagora,2026-09-18,9,2026,-5.8376,30.3316,36.8,23.8,30.299999999999997,0.0,16.6,26.3,2.9999999999999716,0.0,20.75,26.3,20.53,Faible
Zagora,2026-09-19,9,2026,-5.8376,30.3316,33.9,24.0,28.95,0.0,25.6,39.6,0.0,0.0,32.0,39.6,26.88,Faible
Zagora,2026-09-20,9,2026,-5.8376,30.3316,35.7,25.9,30.8,0.0,19.1,30.6,8.000000000000007,0.0,23.875,30.599999999999998,23.35,Faible
Azemmour,2026-09-14,9,2026,-8.3333,33.2833,32.2,20.3,26.25,0.0,14.0,25.9,0.0,0.0,17.5,25.900000000000002,19.14,Faible
Azemmour,2026-09-15,9,2026,-8.3333,33.2833,28.3,21.0,24.65,0.0,17.3,31.3,0.0,0.0,21.625,31.3,19.8,Faible
Azemmour,2026-09-16,9,2026,-8.3333,33.2833,26.1,19.9,23.0,0.0,19.6,36.0,0.0,0.0,24.500000000000004,36.0,21.92,Faible
Azemmour,2026-09-17,9,2026,-8.3333,33.2833,26.1,18.1,22.1,0.0,14.8,27.0,0.0,0.0,18.5,27.0,19.73,Faible
Azemmour,2026-09-18,9,2026,-8.3333,33.2833,25.9,17.5,21.7,0.0,20.3,36.7,0.0,0.0,25.375000000000004,36.7,22.35,Faible
